SMILES,Name,Pubchem_ID,CAS-RN,Tb,Tb_source,GHS_signal,298.15,298.150025,298.15004999999996,298.1500749999999,298.15009999999995,Mean,ln_gamma_inf_ij_,ln_gamma_inf_ik_,ln_gamma_inf_ji_,ln_gamma_inf_jk_,ln_gamma_inf_ki_,ln_gamma_inf_kj_,MW,Rank
COC(=O)CC(C)=O,"BUTANOIC ACID, 3-OXO-, METHYL ESTER",7757.0,"['105-45-3', '105-45-3']",441.15,CRC_ORG,Warning,0.5334471155728974,0.5334471094946892,0.5334471034164819,0.533447097338275,0.5334470912600685,0.5334471034164825,0.3777542302114892,1.8672907650578452,0.3065796501322132,0.99653723100733,0.3681418677416178,0.7665322191875307,116.116,71
CC(=O)CC#N,"BUTANOIC ACID, 3-OXO, NITRILE",75579.0,['2469-99-0'],447.07,JOBACK,Warning,0.5188697944417544,0.5188697172865181,0.5188696401313004,0.5188695629761013,0.5188694858209195,0.5188696401313188,0.37775555509792935,2.1201619569753354,0.3065794117136341,0.7631477342124586,0.10704513176227941,-0.06265981167898851,83.09,72
O=C1CC=CO1,"3-BUTENOIC ACID, 4-HYDROXY, GAMMA-LACTONE",140765.0,['20825-71-2'],359.91,JOBACK,Warning,0.5130975529437201,0.513097508618204,0.5130974642926959,0.5130974199671956,0.5130973756417027,0.5130974642927036,0.3777532765371728,1.942441229726605,0.3065794117136341,0.935327259506334,0.26803779652402443,0.36014250800609904,84.074,73
C=C(C#N)CCC#N,"PENTANEDIOIC ACID, METHYLENE, DINITRILE",74080.0,"['1572-52-7', '1572-52-7']",376.2,WEBBOOK,Warning,0.5063188853166793,0.5063188470244665,0.5063188087322601,0.50631877044006,0.5063187321478658,0.5063188087322663,0.37775579351650845,1.7003401007583374,0.3065796501322132,1.253908682037306,0.573319930723321,0.45438882487305987,106.128,74
COC(=O)CC(=O)OC,"MALONIC ACID, DIMETHYL ESTER",7943.0,"['108-59-8', '108-59-8', '75238-25-4']",454.25,CRC_ORG,Warning,0.5017602379775051,0.5017602460094547,0.5017602540414036,0.5017602620733519,0.5017602701052997,0.501760254041403,0.3777530381185937,1.8939418451855006,0.3065789348764759,1.1465455388179986,0.4569126838583494,0.8692909099146504,132.115,75
ClCCl,"METHANE, DICHLORO",6344.0,"['75-09-2', '01-00-0', '75-09-2']",312.95,CRC_ORG,Warning,0.49978194390834857,0.4997819796447871,0.49978201538122496,0.4997820511176624,0.49978208685409914,0.49978201538122446,0.37775555509792935,1.7218152687086785,0.306579173295055,0.7746709497420201,0.08108770488229995,-1.0195732150861647,84.93299999999999,76
CS(C)=O,"SULFOXIDE, DIMETHYL",679.0,"['67-68-5', '103759-08-6', '67-68-5', '8070-53-9']",465.05,CRC_ORG,Warning,0.4941560913480197,0.4941560521737863,0.4941560129995593,0.49415597382533916,0.49415593465112523,0.49415601299956596,0.3777539917929101,0.15932534801516507,0.3065794117136341,0.09077563767739391,-0.6141283581875407,-1.9860327496283126,78.136,77
O=[N+]([O-])CCO,"ETHANOL, 2-NITRO",12252.0,"['625-48-9', '01-00-0', '625-48-9']",468.15,CRC_ORG,Warning,0.4849847232263544,0.48498471405858734,0.48498470489082135,0.4849846957230561,0.484984686555292,0.4849847048908222,0.37775603193508756,2.2280151529018504,0.3065789348764759,0.4703485930915545,-0.25328933175796253,-0.3763057256587972,91.066,78
[O-][n+]1ccccc1,"PYRIDINE, 1-OXIDE",12753.0,['694-59-7'],375.65,COMMON_CHEMISTRY,Warning,0.4569100532788687,0.4569100195627321,0.4569099858466011,0.4569099521304755,0.45690991841435513,0.45690998584660647,0.3777539917929101,0.8496414298980552,0.3065794117136341,0.5696132701616028,-0.21365560483987922,-0.7502699458317021,95.10099999999998,79
CCOCCC#N,"PROPANOIC ACID, 3-ETHOXY, NITRILE",16501.0,['2141-62-0'],444.15,CRC_ORG,Warning,0.44666451748815633,0.44666454159349145,0.44666456569882557,0.4466645898041588,0.4466646139094914,0.4466645656988247,0.37775531667935025,1.311001491761335,0.3065796501322132,1.2692576426720614,0.4633102642963589,0.9538472694548379,99.13300000000001,80
OCCO,"1,2-ETHANEDIOL",174.0,"['107-21-1', '37225-26-6', '107-21-1']",470.65,CRC_ORG,Warning,0.39621927398324785,0.3962192797540105,0.3962192855247727,0.39621929129553457,0.39621929706629594,0.3962192855247723,0.37775555509792935,2.709298391898176,0.3065796501322132,0.2809946485739029,-0.644792821092259,-0.42130405405978627,62.068000000000005,81
O=CC1CCCO1,"FURFURAL, TETRAHYDRO",24354.0,"['7681-84-7', '17-09-0']",415.15,COMMON_CHEMISTRY,Warning,0.34170644011456386,0.3417064403240028,0.34170644053344174,0.3417064407428806,0.34170644095231945,0.3417064405334417,0.3777539917929101,1.6241663132841908,0.3065794117136341,1.3864388617245145,0.3126355901888948,0.813843758865582,100.117,82
COCCC#N,"PROPANOIC ACID, 3-METHOXY, NITRILE",61032.0,"['110-67-8', '110-67-8']",438.55,CRC_ORG,Warning,0.2947560589456299,0.29475607600784426,0.2947560930700579,0.29475611013227115,0.2947561271944839,0.2947560930700574,0.37775555509792935,1.4526094472763442,0.306579173295055,1.3833413860258883,0.1617343182409749,0.8392573317626436,85.10600000000001,83
COCC#N,"ACETIC ACID, METHOXY, NITRILE",74442.0,['1738-36-9'],394.15,CRC_ORG,Warning,0.28710331787860216,0.28710333607986566,0.28710335428112854,0.2871033724823911,0.2871033906836532,0.2871033542811281,0.37775555509792935,1.421340693173575,0.306579173295055,1.3397286277639366,0.09181561916041146,0.7056192817556927,71.07900000000001,84
Clc1ccccc1,"BENZENE, CHLORO",7964.0,"['108-90-7', '68411-45-0', '108-90-7']",404.75,CRC_ORG,Warning,0.2851189507301266,0.2851189937022514,0.28511903667437866,0.2851190796465087,0.2851191226186417,0.2851190366743814,0.3777532765371728,1.8857008081366544,0.3065794117136341,2.269840782268449,1.0149922688957331,0.8125002306542715,112.55899999999997,85
C[N+](=O)[O-],"METHANE, NITRO",6375.0,"['75-52-5', '23717-53-5', '75-52-5']",374.34,CRC_ORG,Warning,0.15061675623918824,0.15061673853242022,0.150616720825656,0.1506167031188953,0.15061668541213824,0.1506167208256596,0.37775555509792935,1.8828354317295641,0.3065794117136341,1.5766712478152924,-0.3163456939053956,-0.0253137351577535,61.040000000000006,86
